PS,WORLD_ZONE_ONE
PY,WORLD_ZONE_ONE
QA,WORLD_ZONE_ONE
RE,WORLD_ZONE_ONE
RW,WORLD_ZONE_ONE
SA,WORLD_ZONE_ONE
SC,WORLD_ZONE_ONE
SD,WORLD_ZONE_ONE
SH,WORLD_ZONE_ONE
SJ,WORLD_ZONE_ONE
SL,WORLD_ZONE_ONE
SN,WORLD_ZONE_ONE
SO,WORLD_ZONE_ONE
SR,WORLD_ZONE_ONE
SS,WORLD_ZONE_ONE
ST,WORLD_ZONE_ONE
SV,WORLD_ZONE_ONE
SX,WORLD_ZONE_ONE
SY,WORLD_ZONE_ONE
SZ,WORLD_ZONE_ONE
TC,WORLD_ZONE_ONE
TD,WORLD_ZONE_ONE
TG,WORLD_ZONE_ONE
TH,WORLD_ZONE_ONE
TL,WORLD_ZONE_ONE
TN,WORLD_ZONE_ONE
TT,WORLD_ZONE_ONE
TW,WORLD_ZONE_ONE
TZ,WORLD_ZONE_ONE
UG,WORLD_ZONE_ONE
UM,WORLD_ZONE_ONE
US,WORLD_ZONE_ONE
UY,WORLD_ZONE_ONE
VC,WORLD_ZONE_ONE
VE,WORLD_ZONE_ONE
VG,WORLD_ZONE_ONE
VI,WORLD_ZONE_ONE
VN,WORLD_ZONE_ONE
VU,WORLD_ZONE_ONE
WF,WORLD_ZONE_ONE
YE,WORLD_ZONE_ONE
YT,WORLD_ZONE_ONE
ZA,WORLD_ZONE_ONE
ZM,WORLD_ZONE_ONE
ZW,WORLD_ZONE_ONE
AU,WORLD_ZONE_TWO
PW,WORLD_ZONE_TWO
IO,WORLD_ZONE_TWO
CX,WORLD_ZONE_TWO
CC,WORLD_ZONE_TWO
CK,WORLD_ZONE_TWO
FJ,WORLD_ZONE_TWO
PF,WORLD_ZONE_TWO
TF,WORLD_ZONE_TWO
KI,WORLD_ZONE_TWO
MO,WORLD_ZONE_TWO
NR,WORLD_ZONE_TWO
NC,WORLD_ZONE_TWO
NZ,WORLD_ZONE_TWO
AQ,WORLD_ZONE_TWO
NU,WORLD_ZONE_TWO
NF,WORLD_ZONE_TWO
NQAQ,WORLD_ZONE_TWO
PG,WORLD_ZONE_TWO
LA,WORLD_ZONE_TWO
PN,WORLD_ZONE_TWO
SG,WORLD_ZONE_TWO
SB,WORLD_ZONE_TWO
TK,WORLD_ZONE_TWO
TO,WORLD_ZONE_TWO
TV,WORLD_ZONE_TWO
AS,WORLD_ZONE_TWO
WS,WORLD_ZONE_TWO
